Warhouse,Item Name,Barcode,Description,Expired Date,Category,Quantity,Item Unit,Reorder Level Stock,လက်လီစျေး,လက်ကားစျေး,ဝယ်စျေး,Parent ID
Shop,Be Nice Cherry Berry Purify Shower Cream 400ml,8851989080383,,,Non Food,,Pcs,5,7500,7200,6800,0
Shop,Be Nice Enchanted Shower Cream 400ml,8851989082394,,,Non Food,6,Pcs,5,7500,7200,6800,0
Shop,Be Nice Milk Pear Shower Cream 400ml,8851989082424,,,Non Food,8,Pcs,5,7500,7200,6800,0
Shop,Be Nice Glam Paris Shower Cream 400ml,8851989082325,,,Non Food,5,Pcs,5,7500,7200,6800,0
Shop,Be Nice Perfect Elastic Shower Cream 400ml,8851989080246,,,Non Food,3,Pcs,5,7500,7200,6800,0
Shop,Be Nice Love In The Air Shower Cream 400ml,8851989082318,,,Non Food,8,Pcs,5,7500,7200,6800,0
Shop,Be Nice Blossom Bloom Shower Cream 400ml,8851989082301,,,Non Food,8,Pcs,5,7500,7200,6800,0
Shop,Be Nice Peachy Peach Shwer Cream 400ml,8851989082110,,,Non Food,6,Pcs,5,7500,7200,6800,0
Shop,Be Nice Beautiful Whitening Shower Cream 400ml,8851989080239,,,Non Food,6,Pcs,5,7500,7200,6800,0
Shop,Be Nice Cherry Berry Purify Shower Cream 170ml,8851989080116,,,Non Food,,Pcs,5,3500,3200,3050,0
Shop,Be Nice Peachy Peach & Shea Butter Shower Cream 170ml,8851989082233,,,Non Food,7,Pcs,5,3500,3200,3050,0
Shop,Be Nice Mystic White Shower Cream 170ml,8851989081175,,,Non Food,2,Pcs,5,3500,3200,3050,0
Shop,Bulgarian Yogurt Whiting Milk Lotion 500ml,8855629000335,,,Non Food,,Pcs,5,8500,8000,7200,0
Shop,Bulgarian Yogurt Whiting Orange Lotion 500ml,8859178770428,,,Non Food,1,Pcs,5,8500,8000,7200,0
Shop,Bulgarian Yogurt Whiting Mixed Berry Lotion 500ml,8859178770442,,,Non Food,,Pcs,5,8500,8000,7200,0
Shop,Bella Glone White Fruit Serum Body Lotion 500ml,8834000134166,,,Non Food,10,Pcs,5,12500,12000,10900,0
Shop,Bella Glone White Yogurt Serum Body Lotion 500ml,8834000134197,,,Non Food,3,Pcs,5,12500,12000,10900,0
Shop,Dettol Refreshing Shower Gel 500ml,8850360025166,,,Non Food,15,Pcs,5,8800,8500,7800,0
Shop,Dettol Icy Crushed Shower Gel 500ml,8850360025739,,,Non Food,,Pcs,5,8800,8500,7800,0
Shop,Dettol Original Shower Gel 500ml,8850360025074,,,Non Food,16,Pcs,5,8800,8500,7800,0
Shop,Skin Solutions Body Care Shower Gel 330ml (All Color),8834000045516,,,Non Food,95,Pcs,5,2500,2300,2050,0
Shop,Deya Avocado Extract Goat Milk Shower Cream 765ml,8851427015373,,,Non Food,2,Pcs,5,8000,7600,7100,0
Shop,Misss Avoacde & Vit-e Shower Cream 850g 1Pcs,8851932427982,,,Non Food,,Pcs,5,8000,7700,6800,0
Shop,Misss Aloe Vera Vit-e Shower Cream 850g,8851932438698,,,Non Food,10,Pcs,5,8000,7700,6800,0
Shop,Caries Aloe Vera Shower Cream 1.2kg,9551724100026,,,Non Food,,Pcs,5,,,,0
Shop,Deleaf Thanaka White & Smooth Serum Shower Cream 450ml,8859239407010,,,Non Food,3,Pcs,5,10500,10300,9800,0
Shop,Deleaf Pomegranate Glow & Firm serum Shower Gel 450ml,8859239407034,,,Non Food,,Pcs,5,10500,10300,9800,0
Shop,Caries Sakura Blossom Shower Cream 1.2kg,9551724100024,,,Non Food,,Pcs,5,,,,0
Shop,BC Hydrating & Nourishing Shampoo 5liter,8808302022186,,,Non Food,1,Pcs,5,25000,23500,21000,0
Shop,Zorrik 2 Twin Blade System AE12,5013405653745,,,Non Food,10,Pcs,5,4700,4500,4200,0
Shop,Nivea Hair Color Shampoo 30ml,3474630161672,,,Non Food,2,Pcs,5,250,200,170,0
Shop,Taung Gyi Mauk Mal Thanakha 101g,8836000019504,,,Non Food,108,Pcs,5,3200,3050,2900,0
Shop,Taung Gyi Mauk Mal တရုဏီ သနပ်ခါး 85g,8836000063637,,,Non Food,8,Pcs,5,3500,3200,3000,0
Shop,Taung Gyi Mauk Mal ပိုးသားပုလဲဖြူ သနပ်ခါး 85g,8836000063613,,,Non Food,8,Pcs,5,3500,3200,3000,0
Shop,Taung Gyi Mauk Mal ကလျာဏီ သနပ်ခါး 85g,8836000063606,,,Non Food,6,Pcs,5,3500,3200,3000,0
Shop,Mistine White Spa White Berry UV Lotion 400ml,8859178707615,,,Non Food,12,Pcs,5,7000,6700,6400,0
Shop,Mistine White Spa Extra Whitening Lotion 400ml,8859178748458,,,Non Food,12,Pcs,5,7000,6700,6400,0
Shop,Mistine White Spa Gold caviar UV White Body Lotion 200ml,8859178716105,,,Non Food,14,Pcs,5,4000,3800,3600,0
Shop,Mistine White Spa Gold caviar UV White Body Lotion 400ml,8859178716112,,,Non Food,10,Pcs,5,7000,6700,6400,0
Shop,Mistine White Spa Summer UV3 White Body Lotion 400ml,8859178707509,,,Non Food,25,Pcs,5,7000,6700,6400,0
Shop,PH Balance Ice Cool Feminine Hygiene Wash 100ml,9357053000664,,,Non Food,33,Pcs,5,2500,2250,2000,0
Shop,PH Balance Sakura Feminine Hygiene Wash 100ml,9357053000671,,,Non Food,11,Pcs,5,2500,2250,2000,0
Shop,Mistine Ladycare Intimate Cleanser 250ml,8859178750062,,,Non Food,2,Pcs,5,5000,4800,4600,0
Shop,Mistine Cool Ladycare Intimate Cleanser 250ml 1Pcs,8859178750079,,,Non Food,3,Pcs,5,5000,4800,4600,0
Shop,Eushido & Insin Conditioner Water Treatment (0) 1500ml,4897083801671,,,Non Food,3,Pcs,5,33000,32500,30500,0
Shop,Eushido & Insin Shampoo Softening Shampoo (01) 1500ml,4897083801718,,,Non Food,7,Pcs,5,33000,32500,30500,0
Shop,Bwin Soothe & Protect Shower Cream Chamomile 750g,8885008710203,,,Non Food,8,Pcs,5,6200,6000,5700,0
Shop,Bwin Soothe & Protect Shower Cream Chamomile 400g,8885008710159,,,Non Food,13,Pcs,5,3500,3300,2950,0
Shop,Herballines Skin Conditioning Avocado Body Shower 500ml,8885010032171,,,Non Food,3,Pcs,5,65000,6250,6000,0
Shop,Herballines Skin Smoothing Aloe Vera Body Shower 500ml,8885010032164,,,Non Food,2,Pcs,5,6500,6250,6000,0
Shop,Herballines Skin Re-Freshing Lime Body Shower 500ml,8885010032201,,,Non Food,6,Pcs,5,6500,6250,6000,0
Shop,Herballines Skin Moisturizing Olive Oil Body Shower 1000ml,8885010030153,,,Non Food,,Pcs,5,10500,10250,10000,0
Shop,Herballines Skin Nourishing Goat Milk Body Shower 1000ml,8885010030245,,,Non Food,14,Pcs,5,10500,10250,10000,0
Shop,Herballines Body Shower Avocado 1000ml,8885010030160,,,Non Food,15,Pcs,5,10500,10250,10000,0
Shop,Herballines Skin Body Shouer Green Tea 1000ml,8885010030191,,,Non Food,16,Pcs,5,10500,10250,10000,0
Shop,Herballines Body Shower Aloe Vema 1000ml,8885010030177,,,Non Food,14,Pcs,5,10500,10250,10000,0
Shop,Herballines Honey Avocado Shampoo 1000ml,8885010030139,,,Non Food,3,Pcs,5,10500,10250,10000,0
Shop,Herballines Olive Oil Green Tea Shampoo 1000ml,8885010030146,,,Non Food,,Pcs,5,10500,10250,10000,0
Shop,Herballines Alovera White Tea Shampoo 1000ml,8885010030115,,,Non Food,,Pcs,5,10500,10250,10000,0
Shop,Herballines Ginseng Egg Protein Shampoo 1000ml,8885010030122,,,Non Food,4,Pcs,5,10500,10250,10000,0
Shop,ခြင်ပြေးအမွေးတိုင် အထုတ်သေး 1Pcs,2218306901947,,,Non Food,132,Pcs,5,1000,900,800,0
Shop,Gallette Super Thih 1Pcs,7702018877201,,,Non Food,14,Pcs,5,850,800,700,0
Shop,Pro1 L-07 Toorhbrush 1Pcs ,4361417415891,,,Non Food,,Pcs,5,,,,0
Shop,Berman Complete Extra Soft Toorhbrush 1Pcs,8851145300669,,,Non Food,,Pcs,5,,,,0
Shop,Berman Standard Action Toorhbrush 3Pcs,8851145200303,,,Non Food,1,Pcs,5,4200,4000,3720,0
Shop,Berman Super-V Medium Toorhbrush 3Pcs,8851145200310,,,Non Food,1,Pcs,5,4200,4000,3720,0
Shop,Berman Complete Extra Soft Toorhbrush 3Pcs,8851145200167,,,Non Food,5,Pcs,5,10500,10300,10000,0
Shop,Berman Vital Soft Toorhbrush 3Pcs,8851145200068,,,Non Food,1,Pcs,5,7200,7000,6700,0
Shop,Berman Pride Soft Toorhbrush 3Pcs,8851145200099,,,Non Food,7,Pcs,5,7200,7000,6700,0
Shop,Jorden Doubal Action Toorhbrush 1Pcs,7038513898008,,,Non Food,3,Pcs,5,2800,2700,2450,0
Shop,Oral-B Classic Ultra Clean Toorhbrush 1Pcs,8888826016557,,,Non Food,1,Pcs,5,1500,1300,1150,0
Shop,Oral-B Shiny Clean Toorhbrush 1Pcs,3014260786847,,,Non Food,4,Pcs,5,1200,1000,750,0
Shop,Berman Option 1 Soft Toorhbrush 1Pcs,8851145300614,,,Non Food,5,Pcs,5,2400,2200,2000,0
Shop,Berman Pride Soft Toorhbrush 1Pcs,8851145300133,,,Non Food,1,Pcs,5,3800,0,3350,0
Shop,Berman Super-V Medium Toorhbrush 1Pcs,8851145001207,,,Non Food,,Pcs,5,,,,0
Shop,Berman Vital Soft Toorhbrush 1Pcs,8851145000521,,,Non Food,5,Pcs,5,3800,0,3350,0
Shop,Berman Active Soft Toorhbrush 1Pcs,8851145300485,,,Non Food,3,Pcs,5,3000,0,2550,0
Shop,Berman Standard Action Toorhbrush 1Pcs,8851145001122,,,Non Food,6,Pcs,5,2000,1850,1650,0
Shop,Butterfly Social Butterfiy Fabric Softener 450ml,5060075355936,,,Non Food,,Pcs,5,1300,1200,1050,0
Shop,Butterfly Beautiful Morning Fabric Softener 450ml,5060075355943,,,Non Food,5,Pcs,5,1300,1200,1050,0
Shop,Pop Violet Kiss Softener 450ml,8834000051128,,,Non Food,3,Pcs,5,1100,1000,850,0
Shop,Pop Red Passion Softener 450ml,8834000051111,,,Non Food,,Pcs,5,,,,0
Shop,Smart Fabric Softener 450ml,8851989040875,,,Non Food,9,Pcs,5,1600,1500,1400,0
Shop,Fino Blossom Fresh Softener 330g,8851932419147,,,Non Food,39,Pcs,5,1300,1300,1100,0
Shop,Pao Super White Lion (Blue) Detergent 400g,8850002028593,,,Non Food,5,Pcs,5,4500,4250,4000,0
Shop,Pao Super White Lion (Purple) Detergent 400g,8850002028609,,,Non Food,5,Pcs,5,4500,4250,4000,0
Shop,Pao Super White Lion (Red) Detergent 400g,8850002028616,,,Non Food,1,Pcs,5,4500,4250,4000,0
Shop,Ariel Matic Detergent 360g,4902430453967,,,Non Food,,Pcs,5,,,,0
Shop,Ariel Detergent 330g,4902430844093,,,Non Food,,Pcs,5,,,,0
Shop,Toilet အိမ်သာသန့်ရှင်ဆေးရည်ဘူး ကြီး (ဝါ),2037040346988,,,Non Food,44,Pcs,5,2000,1600,1350,0
Shop,Toilet အိမ်သာသန့်ရှင်ဆေးရည်ဘူး သေး (လိမ္မော်),1102961805355,,,Non Food,3,Pcs,5,1500,1200,900,0
Shop,E-Lan Pure Scent Detergent Powder ,8851932415989,,,Non Food,9,Pcs,5,4500,4250,4000,0
Shop,E-Lan Ulter Smart Foam Technology Detergent 450g,8851932398275,,,Non Food,2,Pcs,5,4500,4250,4000,0
Shop,E.co Family 5in1 Detergent Powder 400g (Green),8851932429221,,,Non Food,,Pcs,5,,,,0
Shop,E.co Family 5in1 Detergent Powder 400g (Pink),8851932429306,,,Non Food,,Pcs,5,,,,0
Shop,E-lan Dishwash Lemon 450g,8851932403214,,,Non Food,6,Pcs,5,2100,2000,1760,0
Shop,E-lan Dishwash Lemon 1.2/1.1kg,8851932403238,,,Non Food,11,Pcs,5,6000,5700,5400,0
Shop,E-lan Dishwash Lemon 1.8kg,8851932403245,,,Non Food,4,Pcs,5,8600,8300,7900,0
Shop,E.Co Dishwash Lemon 450g,8851932459143,,,Non Food,10,Pcs,5,1500,1400,1300,0
Shop,Excel Care Lemon Dishwash Liquid 1Liter,8834000221873,,,Non Food,5,Pcs,5,3600,3300,3050,0
Shop,Bsc Essence Blossom အဝတ်လျှော်ဆပ်ပြာအဆီ 900Ml ,8850002850118,,,Non Food,23,Pcs,5,10000,9600,9150,0
Shop,Bsc Essence Impression အဝတ်လျှော်ဆပ်ပြာအဆီ 900Ml ,8850002850965,,,Non Food,12,Pcs,5,10000,9600,9150,0
Shop,Comfree Adult Diapers (XXL) 7Pcs,6975453540080,,,Non Food,,Pcs,5,,,,0
Shop,Comfree Adult Diapers (XL) 7Pcs,6975453540073,,,Non Food,,Pcs,5,,,,0
Shop,Comfree Adult Diapers (L) 9Pcs ,6923509373175,,,Non Food,3,Pcs,5,8800,8500,8000,0
Shop,Comfree Adult Diapers (L) 8Pcs,6975453540066,,,Non Food,,Pcs,5,,,,0
Shop,Comfree Adult Diapers (M) 8Pcs,6975453540059,,,Non Food,4,Pcs,5,9800,0,9100,0
Shop,Grand Care Adult Diapers (L) 8Pcs,1129044330184,,,Non Food,1,Pcs,5,9000,0,7900,0
Shop,Grand Care Adult Diapers (M) 8Pcs,1129044330177,,,Non Food,1,Pcs,5,8500,0,7500,0
Shop,Grand Care Adult Diapers (XL) 8Pcs,1129044330191,,,Non Food,2,Pcs,5,9500,0,8400,0
Shop,Grand Care Underpad 60cm*90cm 10Pcs,1129044330306,,,Non Food,10,Pcs,5,8000,0,7300,0
Shop,Comfree Adult Pull Up Diaper High Quality (L) 9Pcs,4149954141714,,,Non Food,,Pcs,5,,,,0
Shop,Comfree High Quality  Diaper (XL) 8Pcs,6923509373168,,,Non Food,1,Pcs,5,8800,8500,8000,0
Shop,Comfree High Quality  Diaper (M) 10Pcs,6923509373182,,,Non Food,7,Pcs,5,8800,8500,8000,0
Shop,Comfree High Quality  Diaper (XXL) 8Pcs,6970701763822,,,Non Food,3,Pcs,5,8800,8500,8000,0
Shop,Lifree Pants 450ml (L) 10Pcs,8851111611027,,,Non Food,,Pcs,5,,,,0
Shop,Lifree Pants 450ml (M) 10Pcs,8851111610020,,,Non Food,5,Pcs,5,8500,8200,7750,0
Shop,Lifree Pants 450ml (XL) 8Pcs,8851111612024,,,Non Food,8,Pcs,5,8500,8200,7750,0
Shop,Aiwibi Australia Premium Baby Pants (L) 24Pcs,6972731710111,,,Non Food,6,Pcs,5,11000,0,10000,0
Shop,Showsh Premium Baby Pants XX(L) 24+2Pcs,6921870202056,,,Non Food,3,Pcs,5,18000,0,16600,0
Shop,Fumakilla Jumbo Vape Original 600ml,8934732202512,,,Non Food,4,Pcs,5,6000,5800,5600,0
Shop,Diamond Dragon Mosquito Coins 10pcs,8830000085408,,,Non Food,,Pcs,5,,,,0
Shop,Master Mosquito Coins 10pcs (နံသာဖြူရနံ),8830000014507,,,Non Food,,Pcs,5,,,,0
Shop,Master Mosquito Coins 10pcs (နနွန်းရနံ) 1Pcs,8830000015931,,,Non Food,,Pcs,5,,,,0
Shop,Godzilla Mosquito Coins 10pcs,8830000082506,,,Non Food,6,Pcs,5,1200,1150,1050,0
Shop,Jumbo Vape Coil 10's (နနွန်းရနံ),9556116614255,,,Non Food,3,Pcs,5,1200,1100,1000,0
Shop,Sofy Aroma Sweet Rose Pure Style Daily Freshness 140mm ,8851111200214,,,Non Food,,Pcs,5,,,,0
Shop,Sofy Aroma Luxury Ylang Ylang Pure Style Daily Freshness 140mm ,8851111200191,,,Non Food,1,Pcs,5,3000,2800,2500,0
Shop,Sisters Comfort Sanitary Napkin 24cm 10Pads (Pink),6957931462411,,,Non Food,64,Pcs,5,1300,1200,1000,0
Shop,Sisters Comfort Sanitary Napkin 29cm 8Pads (Blue),6957931462428,,,Non Food,32,Pcs,5,1300,1200,1000,0
Shop,Blue Ultra Somatosensory  mint Day Use 245mm 10Pcs,6970701768964,,,Non Food,55,Pcs,5,1500,1250,1100,0
Shop,Blue Ultra Somatosensory  Jasmine Day Use 245mm 10Pcs,6970701768957,,,Non Food,98,Pcs,5,1500,1250,1100,0
Shop,Blue Ultra Somatosensory Dry Net Surface 20Pads,6970701765888,,,Non Food,8,Pcs,5,1200,1050,920,0
Shop,Lai Lai Super Absorbent Gel 350mm Night Use 8Pcs,3663724102923,,,Non Food,16,Pcs,5,1600,1450,1300,0
Shop,Kotex Dry Overnight Ulter Wing 28cm 4Pcs Night Use,8935107200324,,,Non Food,18,Pcs,5,1700,1600,1400,0
Shop,Kotex Cool Overnight Ulter Wing 28cm 4Pcs Night Use,8935107201482,,,Non Food,19,Pcs,5,2000,1850,1700,0
Shop,Kotex Dry Ultra Wing 23cm 8Pcs,8888336008936,,,Non Food,9,Pcs,5,2700,2500,2300,0
Shop,Kotex gardenia Non Waven Ulter Wing 23cm 8Pcs,8935107202397,,,Non Food,19,Pcs,5,2200,2000,1800,0
Shop,Kotex Dry Overnight Ulter Wing 23cm 8Pcs,8888336008929,,,Non Food,6,Pcs,5,2500,2300,2050,0
Shop,Sofy Body Fit Soundly Sleep All Night 35cm 8Pads,8851111162123,,,Non Food,8,Pcs,5,3500,3300,3000,0
Shop,Supreme Soft စကာသားဖြင့်ပြုလုပ်သော အမျိုးသမီးသုံးဂွမ်းထုပ် 20Pcs,6933776002746,,,Non Food,10,Pcs,5,3500,3200,3000,0
Shop,Lai Lai Super Absorbent Gel 250mm Night Use 10Pcs,3663724102916,,,Non Food,12,Pcs,5,1300,1200,1100,0
Shop,Supreme Soft စကာသားဖြင့်ပြုလုပ်သော အမျိုးသမီးသုံးဂွမ်းထုပ်  20Pcs (Blue),6933776007758,,,Non Food,7,Pcs,5,4500,4200,3750,0
Shop,Supreme Soft ချည်သားဖြင့်ပြုလုပ်သော အမျိုးသမီးသုံးဂွမ်းထုပ်  20Pcs (Black),6933776007710,,,Non Food,9,Pcs,5,4500,4200,3750,0
Shop,Lucky Girl Ulter Thin Sanitary Napkin 10Pads Day Use,6970701768971,,,Non Food,15,Pcs,5,1400,1250,1150,0
Shop,Lucky Girl Ulter Thin Sanitary Napkin 10Pads Night Use,6970701768988,,,Non Food,15,Pcs,5,1400,1250,1150,0
Shop,Eva Quick Dry Type Maxi 25cm 10s,8887410010100,,,Non Food,14,Pcs,5,2200,2000,1900,0
Shop,Eva Quick Dry Type Slim 25cm 10s,8887410012319,,,Non Food,13,Pcs,5,2000,1850,1700,0
Shop,Napkiss Speedy Dry Mesh Fit 10Maxi Thick Pads Day 240mm ,8834000081354,,,Non Food,15,Pcs,5,1200,1000,900,0
Shop,Napkiss Silky Soft Cotton Fit 10Maxi Thick Pads Day 240mm,8834000081316,,,Non Food,21,Pcs,5,1200,1000,900,0
Shop,Napkiss Silky Soft Cotton Fit 6Maxi Thick Pads Night 320mm,8834000081323,,,Non Food,19,Pcs,5,1000,900,800,0
Shop,Napkiss Speedy Dry Mesh Fit 6Maxi Thick Pads Night 320mm ,8834000081361,,,Non Food,17,Pcs,5,1000,900,800,0
Shop,ပျိုမေ Sanitary Napkin Lavender Fragrance Day 6Pcs ဇကာသား,8834000059322,,,Non Food,14,Pcs,5,700,650,600,0
Shop,ပျိုမေ Sanitary Napkin Super Absrobent Gel Power Night 8Pcs ချည်သား,8836000001790,,,Non Food,13,Pcs,5,1800,1650,1500,0
Shop,ပျိုမေ Sanitary Napkin Day 10Pcs,8834000022302,,,Non Food,10,Pcs,5,1600,1500,1400,0
Shop,ပျိုမေ Sanitary Napkin Aloe Vera Fragrance Day 10Pcs,8834000059421,,,Non Food,8,Pcs,5,1600,1500,1400,0
Shop,ပျိုမေ Sanitary Napkin Lavender Fragrance Day 6Pcs ချည်သား,8834000059292,,,Non Food,16,Pcs,5,700,650,600,0
Shop,ပျိုမေ Sanitary Napkin Chamomile Fragrance Day 10Pcs ,8834000059452,,,Non Food,12,Pcs,5,1600,1500,1400,0
Shop,ပျိုမေ Sanitary Napkin Super Absrobent Gel Power Day 10Pcs ဇကာသား,8836000001660,,,Non Food,15,Pcs,5,1800,1650,1500,0
Shop,Blue Pad Dry Net Surface 10s (Blue),6970701768834,,,Non Food,15,Pcs,5,1100,1000,900,0
Shop,Blue Ultra Somatosensory Dry Net Fargrance 10s (Green),6970701768018,,,Non Food,11,Pcs,5,1100,1000,900,0
Shop,Blue Ultra Somatosensory Dry Net Fargrance 10s (Pink),6970701768841,,,Non Food,11,Pcs,5,1100,1000,900,0
Shop,Blue Ultra Somatosensory Dry Net Fargrance 10s (Purple),6970701768001,,,Non Food,12,Pcs,5,1100,1000,900,0
Shop,ပျိုမေ Sanitary Napkin Green Tea Fragrance Day 10Pcs,8834000022296,,,Non Food,8,Pcs,5,1600,1500,1400,0
Shop,ပျိုမေ Sanitary Napkin Fresh Factor 290mmDay/Night Use  8Pcs,8834000022081,,,Non Food,6,Pcs,5,3800,3550,3230,0
Shop,Blue Ultra Somatosensory Always Be Elegant 295mm Doubal Wings Night 8Pads,6970701768940,,,Non Food,2,Pcs,5,1300,1150,1050,0
Shop,Eva Sofety Night Sanitary Napkin 35cm 8Pcs,8851111177028,,,Non Food,10,Pcs,5,2800,2700,2500,0
Shop,Eva Sofety Night Sanitary Napkin 29cm 8Pcs,8851111176021,,,Non Food,11,Pcs,5,2500,2400,2200,0
Shop,Sofy Body Fit Soundly Sleep All Night 29cm 8Pads,8851111161065,,,Non Food,3,Pcs,5,2700,2500,2250,0
Shop,Excue Sanitary Panties Night & Overnight Panties 2in1 (M-L),32130097,,,Non Food,10,Pcs,5,1700,1550,1450,0
Shop,Babymia Newborn Disposable Diaper 36Pcs (M),8836000059548,,,Non Food,8,Pcs,5,15000,0,14200,0
Shop,Aiwina Sanitary Napkin Ultra-Thin Zero Touch 245mm Day 10Pads,6972731715505,,,Non Food,10,Pcs,5,2300,2100,1820,0
Shop,Aiwina Sanitary Napkin Ultra-Thin Breathable 320mm Overnight 8Pads,6972731715512,,,Non Food,12,Pcs,5,2300,2100,1820,0
Shop,Aiwina Sanitary Napkin Ultra-Thin Extra Overnight 420mm Overnight 8Pads,6972731715529,,,Non Food,6,Pcs,5,2800,2500,2250,0
Shop,Hengyi စကာသားဖြင့်ပြုလုပ်သော အမျိုးသမီးသုံးဂွမ်းထုပ်  330mm 20Pcs,6933776008571,,,Non Food,5,Pcs,5,4500,4300,4100,0
Shop,Hengyi ချည်သားဖြင့်ပြုလုပ်သော အမျိုးသမီးသုံးဂွမ်းထုပ်  330mm 20Pcs,6933776008588,,,Non Food,6,Pcs,5,4500,4300,4100,0
Shop,OK ပုရုတ်လုံး (6pcs) All Colour,8834000093081,,,Non Food,32,Pcs,5,1700,1600,1480,0
Shop,OK ပုရုတ်လုံး (8pcs),8834000093050,,,Non Food,,Pcs,5,,,,0
Shop,OK ပုရုတ်လုံး (7pcs) Small,8834000093180,,,Non Food,82,Pcs,5,200,160,140,0
Shop,Top ပုရုတ်လုံး (8pcs),9510485799593,,,Non Food,10,Pcs,5,1300,1220,1150,0
Shop,Lovely Baby Diaper 8pcs (4XL) 19 Kg,6970701769091,,,Non Food,11,Pcs,5,3500,3400,3200,0
Shop,Lovely Baby Diaper 12Pcs (NB) 5 Kg,6970701769053,,,Non Food,13,Pcs,5,3500,3500,3200,0
Shop,Lovely Baby Diaper 8pcs (XXXL) 17 Kg,6970701769060,,,Non Food,21,Pcs,5,3500,3400,3200,0
Shop,Lovely Baby Diaper 8pcs (XXL) 15 Kg,6970701769855,,,Non Food,61,Pcs,5,3500,3400,3200,0
Shop,Lovely Baby Diaper 9pcs (XL) 12-17 Kg,6970701769848,,,Non Food,64,Pcs,5,3500,3400,3200,0
Shop,Lovely Baby Diaper 10pcs (L) 9-14 Kg,6970701769831,,,Non Food,47,Pcs,5,3500,3500,3200,0
Shop,Lovely Baby Diaper 11pcs (M) 7-10 Kg,6970701769824,,,Non Food,49,Pcs,5,3500,3400,3200,0
Shop,Lovely Baby Diaper 12pcs (S) 3-7 Kg,6970701769817,,,Non Food,16,Pcs,5,3500,3500,3200,0
Shop,Lovely Baby Diaper 19pcs (XXL) 15 Kg+,6940542751395,,,Non Food,11,Pcs,5,8000,7700,7450,0
Shop,Lovely Baby Diaper 25Pcs (M) 7-10 Kg,6940542751234,,,Non Food,1,Pcs,5,8000,7700,7450,0
Shop,Lovely Baby Diaper 21Pcs (XL) 12-17 Kg,6940542751258,,,Non Food,5,Pcs,5,8000,7700,7450,0
Shop,Lovely Baby Diaper 27Pcs (S) 3-7 Kg,6923509371829,,,Non Food,11,Pcs,5,,,,0
Shop,Lovely Baby Diaper 23Pcs (L) 9-14 Kg,6940542751241,,,Non Food,18,Pcs,5,8000,7700,7450,0
Shop,UUcare Super Absorbent Night 36cm 8Pads,8885012070126,,,Non Food,12,Pcs,5,4500,4300,4000,0
Shop,Lia Lia Soft-Cortton Sanitary Napkin Anion Herbal Cooling Night Use 350mm 8Pcs,3663714182225,,,Non Food,21,Pcs,5,2500,2300,2100,0
Shop,Napkiss Teen Sanitary Napkin 10Pcs,8834000081507,,,Non Food,15,Pcs,5,1000,900,800,0
Shop,UUcare More-Dri & Berathable 360mm 8Pcs,8885012071086,,,Non Food,12,Pcs,5,5000,4700,4430,0
Shop,UUcare More-Dri & Berathable 320mm 10Pcs,8885012071062,,,Non Food,12,Pcs,5,5000,4700,4400,0
Shop,UUcare More-Dri & Berathable 280mm 12Pcs,8885012071031,,,Non Food,19,Pcs,5,5500,5200,4700,0
Shop,UUcare More-Dri & Berathable 240mm 16Pcs,8885012071017,,,Non Food,12,Pcs,5,5500,5200,4700,0
Shop,UUcare Pure Cotton Surface 240mm 12Pcs,8885012071154,,,Non Food,11,Pcs,5,5500,5200,4700,0
Shop,UUcare Pure Cotton Surface 280mm 10Pcs,8885012071178,,,Non Food,12,Pcs,5,5500,5200,4700,0
Shop,UUcare Pure Cotton Surface 320mm 8Pcs,8885012071192,,,Non Food,12,Pcs,5,5000,4700,4400,0
Shop,UUcare Soft & Absorbent Extra-Long32cm 8Pcs,8885012070102,,,Non Food,17,Pcs,5,3600,3300,3100,0
Shop,UUcare Soft & Absorbent Slim-Long 28cm 12Pcs,8885012070096,,,Non Food,9,Pcs,5,4500,4200,3800,0
Shop,AHH Dry Mesh Day/Night အမျိုးသမီးသုံးဂွမ်းထုပ် ,6933584150035,,,Non Food,12,Pcs,5,2800,2600,2400,0
Shop,Signal Cavity Fighter 70g,8851932441957,,,Non Food,33,Pcs,5,950,900,800,0
Shop,Closeup Menthol Fresh Toothpaste 150g,8934839127022,,,Non Food,204,Pcs,5,3000,2900,2700,0
Shop,Anchor Clove power Toothpaste 175g,8904000906060,,,Non Food,19,Pcs,5,3000,2800,2600,0
Shop,Anchor Clove power Toothpaste 100g,8904000901539,,,Non Food,2,Pcs,5,2300,2100,1900,0
Shop,Zact Smokers' Toothpaste 150g,8850002801561,,,Non Food,3,Pcs,5,5700,0,5000,0
Shop,Zact Whitening Toothpaste 150g,8850002801592,,,Non Food,5,Pcs,5,5700,0,5000,0
Shop,Anchor Jungle Kids Bubble Gum Flavour Toothpaste 50g,8904000906091,,,Non Food,2,Pcs,5,3200,3000,2800,0
Shop,Anchor Jungle Kids Orange Flavour Toothpaste 50g,8904000906107,,,Non Food,13,Pcs,5,2800,2650,2350,0
Shop,Zact Coffee & Tea Toothpaste 100g,8850002805064,,,Non Food,11,Pcs,5,4000,0,3500,0
Shop,Zact Smokers' Toothpaste 100g,8850002805040,,,Non Food,10,Pcs,5,4000,0,3500,0
Shop,Fresh Up Kids Orange Gel Toothpaste 50g,883959176040,,,Non Food,7,Pcs,5,2000,1850,1610,0
