Warhouse,Item Name,Barcode,Description,Expired Date,Category,Quantity,Item Unit,Reorder Level Stock,လက်လီစျေး,လက်ကားစျေး,ဝယ်စျေး,Parent ID
Shop,Farm Stay Tea Tree Biome Calming Sleeping Pack 4ml,8809783326602,,,Non Food,7,Pcs,5,1700,0,1400,0
Shop,Dr.Face T Zone Pack မျက်နာပေါင်းတင်ကပ်ခွါ,8809326332831,,,Non Food,17,Pcs,5,2000,0,1600,0
Shop,Wonder 9 2Ways Brush ,6945084168016,,,Non Food,7,Pcs,5,7000,6500,5200,0
Shop,Yalifen Eyelash Curler မျက်တောင်ကော် ညှပ် 1Pcs,6970975172252,,,Non Food,5,Pcs,5,2000,1500,1000,0
Shop,Jonyforri Makeup Tools Brush,6971383633052,,,Non Food,15,Pcs,5,1500,1200,1000,0
Shop,Ling Zi Make Up Brush ,7565538604654,,,Non Food,3,Pcs,5,2000,1800,1400,0
Shop,Yuhuan Make Up Puff (010),6595212352015,,,Non Food,23,Pcs,5,2000,1600,1250,0
Shop,Yinaier Oil Resistant Powder Puff (1151),6920658305712,,,Non Food,1,Pcs,5,2500,0,1750,0
Shop,Originality Beauty Puff အဝါရောင်လေးထောင့်ဘူး,1737403117835,,,Non Food,10,Pcs,5,5000,4500,4100,0
Shop,Camella Whitening Clear Cream 5g,8850252704292,,,Non Food,26,Pcs,5,5000,4700,4400,0
Shop,B.K.W Compound Ketoconazole Cream ,6921882131269,,,Non Food,,Pcs,5,,,,0
Shop,Make Up Puff လေးထောင့်ယုန်ပုံစံဘူး,6963699845892,,,Non Food,10,Pcs,5,1500,1200,900,0
Shop,Sirion Beauty Cream 3g,8858868303199,,,Non Food,,Pcs,5,,,,0
Shop,Pop Popular Facial Cream 4g,8853318000833,,,Non Food,22,Pcs,5,900,717,650,0
Shop,Pop Popular Facial Cream 20g,8853318000796,,,Non Food,21,Pcs,5,2200,1958,1850,0
Shop,Topsyne Herbal Cream 12g,4713641000013,,,Non Food,4,Pcs,5,10000,9500,9100,0
Shop,Topsyne Herbal Cream 10g,4713681000013,,,Non Food,6,Pcs,5,6800,6500,6050,0
Shop,4ခုပါ လေးထောင့်ဘူး မိတ်ကပ်ဖော့,2468414733828,,,Non Food,27,Pcs,5,2800,2500,2100,0
Shop,Fit Me Matte+Poreless Normal To Oily Skin Cpmpact Powder 10g,6905624202196,,,Non Food,11,Pcs,5,2500,2100,1800,0
Shop,Scarz Specialized Solution For Scar 12g,8935006101838,,,Non Food,6,Pcs,5,6800,6600,6300,0
Shop,Hearty Heart Juicy Fruits Oil Control Powder  Pact 4.5g,8830000023356,,,Non Food,2,Pcs,5,10500,0,9900,0
Shop,Bella Thanakha Natural Golden Beauty Powder Pact 4.5g,8834000016646,,,Non Food,3,Pcs,5,9000,8800,8450,0
Shop,Mistine BB Diamond Super Powder 10g,8859178718901,,,Non Food,,Pcs,5,,,,0
Shop,Acnes Vitamin Cream 40g,8935006101654,,,Non Food,1,Pcs,5,8500,8000,7500,0
Shop,Promina Super White Ginseng Pearl Cream 11g (95),8850252004477,,,Non Food,9,Pcs,5,7800,7600,7300,0
Shop,Promina Ginseng Pearl Cream 11g (70/65),8850252004392,,,Non Food,14,Pcs,5,5800,5600,5300,0
Shop,Promina Ginseng Pearl Cream 11g (75),8850252004408,,,Non Food,6,Pcs,5,6500,6200,5850,0
Shop,Bsc Hair Treatment With Tsubaki Oil 450ml,8852525762305,,,Non Food,6,Pcs,5,10800,10500,9800,0
Shop,Bsc Cosmetology Filter Powder 5.5g,8852525978942,,,Non Food,6,Pcs,5,13000,12000,10200,0
Shop,Mistine Flowers BB Powder 10g,8859178734420,,,Non Food,5,Pcs,5,13500,13000,12500,0
Shop,Lim's Mystery Flawless Compact Powder 15g,9353264003708,,,Non Food,,Pcs,5,,,,0
Shop,Butana Puff အညိုရောင်လေးထောင့်ဘူး,2928927977626,,,Non Food,17,Pcs,5,3800,3500,3100,0
Shop,Civic Oil Control Compact Powder 11g,8850722664736,,,Non Food,17,Pcs,5,3200,300,2550,0
Shop,Osiale Magic Color Cake 18ml,3106769940292,,,Non Food,11,Pcs,5,3000,f,2400,0
Shop,Arche Pure Pearl Cream 24g,8850252030407,,,Non Food,8,Pcs,5,7800,7600,7300,0
Shop,Arche Pure Pearl Cream 15g 1Pcs,8850252030346,,,Non Food,3,Pcs,5,5500,5250,5000,0
Shop,Now How Make Up Collection Final Powder 9g,8852525870116,,,Non Food,1,Pcs,5,12500,12000,11500,0
Shop,Now How Make Up Collection Moisture Cake 9g,8852525878877,,,Non Food,4,Pcs,5,18000,17500,16200,0
Shop,Now How Make Up Collection Fluffy Powder 25g,8852525870093,,,Non Food,3,Pcs,5,12500,12000,11500,0
Shop,Malian Portable Travel Empty Bottle Set 7Pcs,6975845761154,,,Non Food,29,Pcs,5,6000,5000,3700,0
Shop,Hearty Heart Anti-Acne Bulletproof Concealer 3g (ဝါ),8830000025527,,,Non Food,4,Pcs,5,11000,10500,10000,0
Shop,Bella Thanakha Natural Golden Beauty 15g (နီ),8834000016172,,,Non Food,,Pcs,5,,,,0
Shop,Bella Superstar erfect Matte Foundation,8834000133558,,,Non Food,3,Pcs,5,15500,15000,14500,0
Shop,Hearty Heart Ice Cream Bounct Up Pact 4.5g,8830000020409,,,Non Food,,Pcs,5,,,,0
Shop,Camella 2Ways UV Moisture Foundation 9g,8850252728007,,,Non Food,7,Pcs,5,16000,15000,14000,0
Shop,Celina UV Block SPF 15 Powder Foundation Refilled 11g,8853501944944,,,Non Food,2,Pcs,5,8500,8200,7800,0
Shop,Baom Your Beautiful BB Resurrection Grass Skin Serum 40g,6941349320371,,,Non Food,28,Pcs,5,4000,3000,2300,0
Shop,Arche Pure Pearl Cream 15g,8850252030049,,,Non Food,7,Pcs,5,1300,1100,1000,0
Shop,Doaru Sky Wave Ae Defence Foundation Makeup 15g,8834000024832,,,Non Food,2,Pcs,5,6500,6000,5700,0
Shop,Hearty Heart Anti-Acne Bulletproof Concealer 3g (ပန်း),8830000025534,,,Non Food,7,Pcs,5,11000,10500,10000,0
Shop,Bella Thanakha Natural Golden Beauty 15g (စိမ်း),8834000016165,,,Non Food,3,Pcs,5,10500,10000,9500,0
Shop,Bella Superstar Perfect Oil Control Powder Pact ,8830000027880,,,Non Food,6,Pcs,5,10500,10000,9500,0
Shop,Revlon New Complexion Loose Face Powder 30g,8852660602368,,,Non Food,2,Pcs,5,26500,26000,24900,0
Shop,Mistine 24 Cover All Foundation 25ml,8855629000199,,,Non Food,,Pcs,5,,,,0
Shop,Spring Song Compact Powder With Puff 15g,8850233170054,,,Non Food,14,Pcs,5,3000,2700,2350,0
Shop,Bsc Jean & Jean Airy Smooth Powder 10ml,8852525935891,,,Non Food,3,Pcs,5,15000,14500,12700,0
Shop,Novo Honry Micro Blush 3.5g,6974499293547,,,Non Food,6,Pcs,5,6500,6200,5800,0
Shop,Misslara Eyebrow Powder 4.8g,6974482581422,,,Non Food,24,Pcs,5,3000,2600,2300,0
Shop,Kiss Beauty Sweet Blush ,6903072438679,,,Non Food,25,Pcs,5,3500,3000,2300,0
Shop,Bella Thanakha Whitening Matte Powder Cushion 6g+6g,8830000025244,,,Non Food,,Pcs,5,,,,0
Shop,Bella Matte Love Blush 3g,8830000020164,,,Non Food,,Pcs,5,,,,0
Shop,Hearty Heart Mango Tango Heart Blush To Glow 3g,8830000028696,,,Non Food,9,Pcs,5,4800,4600,4400,0
Shop,Hearty Heart Cotton Candy Heart Blush To Glow 3g,8830000028689,,,Non Food,5,Pcs,5,4800,4600,4400,0
Shop,Hearty Heart Peachy Punch Heart Blush To Glow 3g,8830000028672,,,Non Food,2,Pcs,5,4800,4600,4400,0
Shop,Yageli Aloe Lipstick ,5860302377805,,,Non Food,11,Pcs,5,500,300,250,0
Shop,Verri Pink Magic Lipstick ,6902777000396,,,Non Food,4,Pcs,5,300,300,250,0
Shop,Vaseline Lip Therapy Cocoa Butter 20g,8718114642871,,,Non Food,5,Pcs,5,6000,6500,5600,0
Shop,Daimanpu 4g အကြည်လေးထောင့်ဘူး နုတ်ခမ်းနီ,6941780701760,,,Non Food,2,Pcs,5,2500,3000,2000,0
Shop,Babi Mild Double Milk Nany Powder 160g,8851123705776,,,Non Food,8,Pcs,5,3000,2700,2500,0
Shop,Babi Mild Sweety Pink Plus Baby Powder 160g,8851123703468,,,Non Food,6,Pcs,5,3000,2700,2500,0
Shop,Babi Mild Ultra Mild Bioganik Baby Podwer 160g,8851123341035,,,Non Food,9,Pcs,5,3000,2700,2500,0
Shop,Babi Mild Ultra Mild Lavender Baby Powder 160g,8851123750028,,,Non Food,11,Pcs,5,3000,2700,2500,0
Shop,Babi Mild Ultra Mild Sweet Almond Baby Powder 180g,8851123740777,,,Non Food,10,Pcs,5,3000,2700,2500,0
Shop,Babi Mild Ultra Mild Sakura Baby Powder 160g,8851123740593,,,Non Food,10,Pcs,5,3000,2700,2500,0
Shop,Nalamer Beauty Tddls Eyelid Stick 96Pcs (All Colours),MA0000112,,,Non Food,39,Pcs,5,1200,1000,650,0
Shop,Deckina Hahdmade 4D Eyelashes DK-988 (မျက်တောင်တု),6971585870231,,,Non Food,18,Pcs,5,2000,1700,1300,0
Shop,Noor Alazawi 6D Hand Made Eyelash JM-576 (မျက်တောင်တု),6926641005768,,,Non Food,4,Pcs,5,1500,1200,900,0
Shop,Yalifen Makeup Tool (F188),6970975170029,,,Non Food,20,Pcs,5,1500,1200,900,0
Shop,Hohogirl Makeup Puff ,6976269160493,,,Non Food,10,Pcs,5,1500,1200,850,0
Shop,Dr.Face Tee Tree Makeup Remover Cleansing Wipes 120g,8809541192043,,,Non Food,4,Pcs,5,8000,7500,6900,0
Shop,Magic Of beauty Professional Makeup Remover Wipes 30Wipes,8834000059988,,,Non Food,4,Pcs,5,3500,3300,3000,0
Shop,Hello Cotton Buds 20g,8834000093876,,,Non Food,88,Pcs,5,600,550,500,0
Shop,Star Cotton Buds 50Pcs,9510710973132,,,Non Food,5,Pcs,5,350,300,250,0
Shop,Maoyue Cotton For Skincare 100Pcs,6973985670619,,,Non Food,47,Pcs,5,2800,2500,2000,0
Shop,Dr.Face Skin Firendly Cotton Pads 105g,6973090850067,,,Non Food,29,Pcs,5,6500,6000,5600,0
Shop,Cotton ခရမ်းရောင်နှင်းဆီ တရုတ်စာ နားကြပ်တံထုပ်,6933387406025,,,Non Food,91,Pcs,5,400,325,,0
Shop,Kitty Cotton Swab နားကြပ်တံထုပ်,6970254108064,,,Non Food,163,Pcs,5,200,167,150,0
Shop,3Nurse Cotton Pads 50g,8851072030158,,,Non Food,2,Pcs,5,3000,2800,2350,0
Shop,Ultra Compact Cotton Pads 120pcs,8697420533830,,,Non Food,9,Pcs,5,5300,5100,4850,0
Shop,Animerry Peach Natural Tissue 180*200mm ,6973304812270,,,Non Food,14,Pcs,5,4500,4200,3900,0
Shop,Star Cotton Buds 100Pcs,9510710973170,,,Non Food,44,Pcs,5,600,550,500,0
Shop,Alanbe Hello Soft 80g Tissue,6970420370691,,,Non Food,21,Pcs,5,3000,2700,2400,0
Shop,Vivii  Pure Cottom Pads 100ml,8859084702216,,,Non Food,11,Pcs,5,4200,4000,3600,0
Shop,Watsons Side Sealed Facial Puffs 100Pieces,4894532984435,,,Non Food,3,Pcs,5,4200,4000,3700,0
Shop,Maoyue Cotton Skincare 150Pcs,6973985670626,,,Non Food,48,Pcs,5,5000,4200,3400,0
Shop,Anakku Baby Nappy Cream 50g,9557122294431,,,Non Food,2,Pcs,5,9000,0,8500,0
Shop,Pigeon Nweborn Pure Protective Cream 50g,4902508262415,,,Non Food,2,Pcs,5,38000,0,36100,0
Shop,Sweet Mint Jelly Lip Glaze (01),6973027204284,,,Non Food,8,Pcs,5,3000,2500,2000,0
Shop,Sweet Mint Jelly Lip Glaze (02),6973027204291,,,Non Food,7,Pcs,5,3000,2500,2000,0
Shop,Sweet Mint Jelly Lip Glaze (03),6973027204307,,,Non Food,8,Pcs,5,3000,2500,2000,0
Shop,Sweet Mint Jelly Lip Glaze (04),6973027204314,,,Non Food,6,Pcs,5,3000,2500,2000,0
Shop,Famoty Lip Liner 01,6972760823981,,,Non Food,8,Pcs,5,2500,2200,1800,0
Shop,Famoty Lip Liner 02,6972760823998,,,Non Food,9,Pcs,5,2500,2200,1800,0
Shop,Famoty Lip Liner 03,6972760824001,,,Non Food,8,Pcs,5,2500,2200,1800,0
Shop,Famoty Lip Liner 04,6972760824018,,,Non Food,9,Pcs,5,2500,2200,1800,0
Shop,Famoty Lip Liner 05,6972760824025,,,Non Food,9,Pcs,5,2500,2200,1800,0
Shop,Odbo Tiny Smooth Liner Water  Proof ,8858910628515,,,Non Food,,Pcs,5,,,,0
Shop,Odbo Dreaming Collection Auto Eyeliner 05.ml,8858910622506,,,Non Food,1,Pcs,5,10000,0,9000,0
Shop,Odbo Pretty Wings Lashes Mascara 8ml,8858910617441,,,Non Food,,Pcs,5,,,,0
Shop,Odbo Cutest Collection Mascara 8ml,8858910618998,,,Non Food,1,Pcs,5,9000,8500,7500,0
Shop,Odbo Classic Line Black Eyeliner 8ml,8858910612484,,,Non Food,,Pcs,5,,,,0
Shop,Bella Micellar Water Makeup Remover 100ml,8834000133909,,,Non Food,13,Pcs,5,9000,8700,8150,0
Shop,Garnier Men Oil Control Serum 7ml,8992304018503,,,Non Food,3,Pcs,5,1300,0,1020,0
Shop,Garnier Men Acnofight Brigrening Serum Cream 7ml,8992304071027,,,Non Food,11,Pcs,5,1300,0,1020,0
Shop,Garnier Men Shine Control Whitening Serum Cream 7ml,1495564286646,,,Non Food,3,Pcs,5,1300,0,1020,0
Shop,Garnier Sakura Glow Hyaluron Serum Cream 50ml (Day),8992304033872,,,Non Food,10,Pcs,5,18000,17500,16200,0
Shop,Garnier Bright Complete Vitamin C Serum Cream 50ml (Day),8991380700050,,,Non Food,29,Pcs,5,19500,19000,18100,0
Shop,Garnier Micellar Cleansing Water All In One 125ml,6928820043042,,,Non Food,1,Pcs,5,10500,10000,9500,0
Shop,Garnier Bright Complete Vitamin C Face Wash 50ml,8991380798736,,,Non Food,,Pcs,5,,,,0
Shop,Garnier Bright Complete Vitamin C Face Wash 100ml,8994993013036,,,Non Food,29,Pcs,5,8700,8500,8050,0
Shop,Garnier Sakura Glow HyaluronFace Wash 50ml,8992304047169,,,Non Food,25,Pcs,5,6000,5700,5500,0
Shop,Garnier Sakura Glow HyaluronFace Wash 100ml,8992304047152,,,Non Food,24,Pcs,5,9500,9200,8750,0
Shop,Garnier Bright Complete Booster Serum 30ml,8994993011421,,,Non Food,5,Pcs,5,32500,32000,30900,0
Shop,Bella Thanakha E-Aloe Vera Serum Soothing Gel 175g,8830000020690,,,Non Food,18,Pcs,5,11000,10700,10250,0
Shop,Bella Watermelon Glow Whitening & Repair Soothing Gel 175ml,8830000028115,,,Non Food,6,Pcs,5,11000,10700,10250,0
Shop,Dabo Cica Repair Soothing Gel 300ml,8809351953735,,,Non Food,5,Pcs,5,11000,10500,9500,0
Shop,Dabo Avocado Vital Rich Soothing Gel 300ml,8809351953797,,,Non Food,9,Pcs,5,11000,10500,9500,0
Shop,Dabo Aloevera Moisture Soothing Gel 300ml,8809351951595,,,Non Food,19,Pcs,5,11000,10500,9500,0
Shop,Dabo Watremelon Pure Soothing Gel 300ml,8809351953780,,,Non Food,1,Pcs,5,11000,10500,9500,0
Shop,Dabo Collagen Waterful Energy Soothing Gel 300ml,8809351953742,,,Non Food,9,Pcs,5,11000,10500,9500,0
Shop,Haicneal Compound Ketoconazole Lotion For Scalp Disorders 50ml,6921882121109,,,Non Food,12,Pcs,5,7800,7500,7200,0
Shop,Pigeon Natural Botanical baby Shampoo 200ml,4902508793773,,,Non Food,3,Pcs,5,8500,0,7500,0
Shop,Pigeon Natural Botanical baby Shampoo 500ml,4902508793780,,,Non Food,3,Pcs,5,17000,16500,15500,0
Shop,Pigeon Newborn Pure Purifying Body Wash 200ml,4902508262378,,,Non Food,3,Pcs,5,34000,0,33000,0
Shop,Pureen Vitamin E Paraben Free Baby Lotion 500ml,9556123171871,,,Non Food,1,Pcs,5,14000,0,12600,0
Shop,Pureen Kids Yogurt Shampoo 750ml,9556123192562,,,Non Food,6,Pcs,5,16500,16000,14900,0
Shop,Pureen Kids Yogurt Head To Toe Wash 750ml,9556123249228,,,Non Food,5,Pcs,5,16500,16000,14900,0
Shop,Anakku Disnep Baby Tutti Frutti Scentedd Body Wash 700ml,9557122662117,,,Non Food,2,Pcs,5,11500,0,10500,0
Shop,Anakku Disnep Baby Tutti Frutti Scentedd Bubble Bath 700ml,9557122662148,,,Non Food,,Pcs,5,,,,0
Shop,Kodomo Extra Mild Baby Lotion Powdder 180ml,8850002019614,,,Non Food,4,Pcs,5,8000,0,7000,0
Shop,Kodomo Pink Hanabaki Baby Lotion Powder 180ml,8850002033795,,,Non Food,2,Pcs,5,8000,0,7000,0
Shop,Kodomo Original Scent Baby Shampoo 400ml,8850002012554,,,Non Food,2,Pcs,5,11500,0,10100,0
Shop,Kodomo  Original Olive Oil  Head To Toe Wash 400ml,8850002035768,,,Non Food,2,Pcs,5,9800,0,9000,0
Shop,Kodomo  Original Olive Oil  Head To Toe Wash 800ml,8850002035751,,,Non Food,3,Pcs,5,18000,0,16800,0
Shop,Kodomo Pink Hanabaki Head To Toe Wash 800ml,8850002035867,,,Non Food,1,Pcs,5,18000,0,16800,0
Shop,Babi Mild Ultra Mild Relaxing Lavender Baby Bath 200ml,8851123710572,,,Non Food,6,Pcs,5,5500,5300,4900,0
Shop,Babi Mild White Sakura Oraganic Baby Bath 180ml,8851123710060,,,Non Food,6,Pcs,5,5500,0,4900,0
Shop,Babi Mild 2in1 Organic Baby Shampoo 180ml,8851123342612,,,Non Food,9,Pcs,5,6500,6200,5700,0
Shop,Babi Mild Bioganik Organic Baby Bath 180ml,8851123343084,,,Non Food,6,Pcs,5,5500,5300,4900,0
Shop,Babi Mild Lavender Organic Head & Body Baby Bath 380ml+RF-250ml,8851123710619,,,Non Food,6,Pcs,5,10000,0,9000,0
Shop,Babi Mild Sakura Organic Head & Body Baby Bath 380ml+RF-250ml,8851123710084,,,Non Food,4,Pcs,5,10000,0,9000,0
Shop,Babi Mild Bioganik Organic Baby Oil 100ml,8851123349086,,,Non Food,5,Pcs,5,4000,3800,3500,0
Shop,Babi Mild Sweet Almond Organic Baby Oil 100ml,9790134617915,,,Non Food,,Pcs,5,,,,0
Shop,Babi Mild White Sakura Organic Baby Oil 100ml,6052671298686,,,Non Food,,Pcs,5,,,,0
Shop,Babi Mild Sweety Pink Plus Baby Lotion 180ml,8851123344395,,,Non Food,2,Pcs,5,6800,6500,6100,0
Shop,Babi Mild Double Milk Baby Lotion 180ml,8851123344500,,,Non Food,3,Pcs,5,6800,6500,6100,0
Shop,Babi Mild Ultra Mild Bioganik Baby Lotion 180g,8851123375672,,,Non Food,5,Pcs,5,6800,6500,6100,0
Shop,Babi Mild Ultra Sweet Almond Baby Lotion 180g,8851123375740,,,Non Food,5,Pcs,5,6800,6500,6100,0
Shop,Babi Mild Double Milk Protein Plus Baby Cream 50g,8851123709026,,,Non Food,17,Pcs,5,6000,5700,5400,0
Shop,Babi Mild Ultra Mild Baby Fabric Sftener 600ml (ပန်း),8851123376433,,,Non Food,,Pcs,5,,,,0
Shop,Babi Mild Ultra Mild Baby Fabric Sftener 600ml (စိမ်း),8851123376419,,,Non Food,,Pcs,5,,,,0
Shop,Babi Mild Ultra Mild Bioganik Head & Body Baby Bath 30ml,9206920862433,,,Non Food,,Pcs,5,,,,0
Shop,ပျိုမေ Super Slim 0.1Cm 330m 4Pcs Night Use,8834000022272,,,Non Food,15,Pcs,5,2000,1800,1600,0
Shop,ပျိုမေ Super Slim 0.1Cm 290mm 8Pcs Day/Night Use,8834000022265,,,Non Food,4,Pcs,5,2800,2600,2300,0
Shop,ပျိုမေ Super Slim 0.1Cm 240mm 8Pcs Day Use,8834000022111,,,Non Food,14,Pcs,5,2500,2300,2100,0
Shop,ပျိုမေ Fresh Factor 410mm Night Use 4Pcs,8834000022098,,,Non Food,13,Pcs,5,2700,2500,2200,0
Shop,ပျိုမေ Fresh Factor 240mm Day Use 8Pcs,8834000022074,,,Non Food,2,Pcs,5,3400,3200,2900,0
Shop,ပျိုမေ Super Slim 0.1Cm 155mm 30Pcs Daily Use,8834000022104,,,Non Food,25,Pcs,5,2800,2600,2350,0
Shop,ပျိုမေ fresh Factor 155mm 30Pcs Daily Use,8834000022067,,,Non Food,18,Pcs,5,3000,2800,2660,0
Shop,Lai Lai Anion Herbal Cooling 250mm Soft Cotton Sanitray Napkin 10Pcs Day Use,3663714182201,,,Non Food,9,Pcs,5,2200,2000,1850,0
Shop,UUcare Cooling Soft Young Gir 24cm 8Pcs,8885012070751,,,Non Food,21,Pcs,5,2700,2600,2400,0
Shop,UUcare Soft & Absorbent Absorb More Slim Regular 24cm 16Pcs,8885012070089,,,Non Food,7,Pcs,5,4500,4200,3800,0
Shop,UUcare Soft & Absorbent Absorb More Panty Liner 15.5cm 40Pcs,8885012070119,,,Non Food,19,Pcs,5,3800,3600,3350,0
Shop,Favorite Cooling Fresh Silver Ion Cotton Soft Night 290mm 8Pcs,6974121790147,,,Non Food,3,Pcs,5,3800,3600,3400,0
Shop,Lai Lai Anion Herbal Cooling 290mm Soft Cotton Sanitray Napkin 8Pcs Night Use,3663714182218,,,Non Food,15,Pcs,5,2200,2000,1850,0
Shop,Good Lady Soft Panty Liners For Daily Use 160mm 22Pcs,8836000204313,,,Non Food,30,Pcs,5,1900,1750,1600,0
Shop,Good Lady Soft Stay Dry & Fresh Sanitary Napkins 290mm Night Use 8Pcs,8836000189375,,,Non Food,10,Pcs,5,1500,1350,1200,0
Shop,Good Lady Soft Stay Dry & Fresh Sanitary Napkins 360mm Night Use 6Pcs,4710032550638,,,Non Food,27,Pcs,5,1500,1350,1200,0
Shop,Orchid Cooling Fresh Extra Sanitary Napkins 10Pcs (ပြာ),8852329478303,,,Non Food,4,Pcs,5,1300,1200,1000,0
Shop,Orchid Cooling Fresh Extra Sanitary Napkins 10Pcs (စိမ်း),8852329478310,,,Non Food,8,Pcs,5,1300,1200,1000,0
Shop,Sister Comfort Dry & Comfortable 15cm 20Pcs,6957931462404,,,Non Food,59,Pcs,5,1300,1200,1000,0
Shop,Dr.Care Sanitary Napkin Over Length Night Use 360mm 6Pcs,6970701360731,,,Non Food,5,Pcs,5,3200,2900,2600,0
Shop,Dr.Care Sanitary Napkin Day Use 245mm 10Pcs,6970701360717,,,Non Food,1,Pcs,5,3200,2900,2600,0
Shop,Pinky Sanitary Napkin Wing More Reliable 10Pcs ,8400468989749,,,Non Food,157,Pcs,5,1800,1700,1550,0
Shop,Butter Fly Sanitary Napkin 245mm Day Use 10Pcs (ခရမ်း),1129044330498,,,Non Food,24,Pcs,5,1200,1000,900,0
Shop,Butter Fly Sanitary Napkin 245mm Day Use 10Pcs (ဝါ),1129044330474,,,Non Food,10,Pcs,5,1200,1000,900,0
Shop,Butter Fly Sanitary Napkin Day Use10Pcs (ချည်),2787673724485,,,Non Food,,Pcs,5,,,,0
Shop,Butter Fly Sanitary Napkin Day Use10Pcs (ဇာ),1129044330504,,,Non Food,13,Pcs,5,1200,1000,900,0
Shop,Shuya Ultra Slim Night Sanitary Napkin 420mm 4Pcs,8836000136935,,,Non Food,24,Pcs,5,4200,4000,3700,0
Shop,Shuya All Day Fresh Sanitary Napkin 155mm 30Pcs,8836000136942,,,Non Food,5,Pcs,5,4800,4600,4400,0
Shop,Kotex Daily Anti-Bacterial Unscented 15cm Sanitary Napkin 40Pcs,8888336012377,,,Non Food,7,Pcs,5,3800,3600,3300,0
Shop,Kotex Daily Maxcool Scented Ultra Thin 15cm Sanitary Napkin 20Pcs,8935107200836,,,Non Food,3,Pcs,5,2700,2600,2450,0
Shop,Dr.Care Sanitary Napkin Panty Liner 155mm 30Pcs (စိမ်း),6970701360700,,,Non Food,3,Pcs,5,3500,3200,2900,0
Shop,AHH Sporting Panti Liner Soft Cotton Mesh 155mm 80Pcs (Orange Color),6933584191045,,,Non Food,11,Pcs,5,4300,4200,3850,0
Shop,AHH CPU Dry Mesh Sanitary Napkin Day/Night Use 30Pcs,6933584188717,,,Non Food,,Pcs,5,,,,0
Shop,AHH CPU Soft Cotton Mesh Sanitary Napkin Day/Night Use 30Pcs,6933584188786,,,Non Food,,Pcs,5,,,,0
Shop,AHH CPU Soft Cotton Mesh Sanitary Day/Night Use 30Pcs,6933584188724,,,Non Food,2,Pcs,5,4800,4600,4100,0
Shop,AHH Sporting Panti Liner Soft Dry Mesh 155mm 80Pcs (ပြာ),6933584191038,,,Non Food,2,Pcs,5,4300,4200,3850,0
Shop,AHH CPU Dry Mesh Sanitary Napkin Day/Night Use 40Pcs,6933584150059,,,Non Food,1,Pcs,5,5000,4900,4600,0
Shop,Sofy Body Fit  No Deform No Leakage Slim 25cm 10Pcs (Red),8887410005274,,,Non Food,20,Pcs,5,1500,1350,1200,0
Shop,Sofy Body Fit  No Deform No Leakage Slim 23cm 10Pcs (Red),8851111141036,,,Non Food,1,Pcs,5,1300,1200,1000,0
Shop,Sofy Cooling Fresh Sanitary Napkin 42cm 6Pcs,8851111135035,,,Non Food,,Pcs,5,,,,0
Shop,Sofy Charcoal Fresh Sanitary Napkin 29cm 14Pcs,8851111180035,,,Non Food,4,Pcs,5,5000,4800,4600,0
Shop,Sofy Aroma Fresh Herbal  Pure Style Ultra Slim 140mm 40Pcs,8851111200207,,,Non Food,5,Pcs,5,3000,2800,2500,0
Shop,Favorite Sanitary Napkin Day Use 240mm 18Pcs,6973436310033,,,Non Food,18,Pcs,5,4200,4000,3700,0
Shop,Favorite Sanitary Napkin Night Use 320mm 16Pcs,6973436319968,,,Non Food,4,Pcs,5,4300,4200,3800,0
Shop,Favorite Sanitary Napkin Day/Night Use 240/290mm 20Pcs,6973436319708,,,Non Food,6,Pcs,5,3200,3100,2850,0
Shop,Heng Yi Feel Ice Clear Sanitary Napkin 40Pcs,6933776003125,,,Non Food,1,Pcs,5,4500,4200,4000,0
Shop,Ao Xiang EVA Shower Cap,6918566451874,,,Non Food,51,Pcs,5,1300,1100,850,0
Shop,Hanglilai 160cm*160cm (စာပွဲခင်း),6937573367183,,,Non Food,47,Pcs,5,500,400,350,0
Shop,Uiuima PVC Lace 134cm (စာပွဲခင်း),5790314292165,,,Non Food,5,Pcs,5,3800,3500,3200,0
Shop,Deodorant ဖိနပ်ထည့် အမွှေလုံး 2g*10Pcs,6970913768448,,,Non Food,25,Pcs,5,2500,2100,1700,0
Shop,Lmltop Fashion Beauty Foot File 1Pcs,6920443234500,,,Non Food,15,Pcs,5,2000,1800,1450,0
Shop,Kitchen အိုးတိုက် အစိမ်းဖက် (သေး),8851705001166,,,Non Food,13,Pcs,5,200,167,150,0
Shop,Kitchen အိုးတိုက် အစိမ်းဖက် (ကြီး),8851705001197,,,Non Food,26,Pcs,5,500,450,400,0
Shop,Bath Room Thing Adlution Flor (ကိုယ်တိုက်ဖော့),6927357800098,,,Non Food,61,Pcs,5,1000,850,750,0
Shop,Star Stainless Steel Scourer (အိုးတိုက်သံစ),8854953002015,,,Non Food,2,Pcs,5,500,450,400,0
Shop,Yi Er Jing Stainless Steel Cleansing Cream 500g,3904881052967,,,Non Food,4,Pcs,5,1500,0,900,0
Shop,Plac Shoe Polish Natural Waxes 100ml,6972337680146,,,Non Food,20,Pcs,5,1500,1250,1000,0
Shop,Wei Fen Lin Ya Whiteshoe Cleaner 120g,6920230427009,,,Non Food,,Pcs,5,,,,0
Shop,Kiwi Shoe Polish Brown 36g,8888153100219,,,Non Food,4,Pcs,5,3500,0,3150,0
